issuer_cik,ticker,accession,filing_date,trans_date,owner_cik,role,shares,price,value
72903,XEL,0001140361-13-007922,2013-02-19,2013-02-15,0001287920,director,1780.0,28.08,49982.4
874761,AES,0001127602-13-007133,2013-02-20,2013-02-15,0001284783,director,107.0,11.22,1200.54
874761,AES,0001127602-13-007131,2013-02-20,2012-11-15,0001284783,director,123.0,9.69,1191.87
1059556,MCO,0001209191-13-009939,2013-02-20,2013-02-15,0001257328,director,3000.0,46.75,140250.0
812074,OI,0001214659-13-000943,2013-02-20,2013-02-20,0001211666,director,700.0,26.51,18557.0
812074,OI,0001214659-13-000943,2013-02-20,2013-02-20,0001211666,director,800.0,26.51,21208.0
90185,SIAL,0000090185-13-000066,2013-02-20,2012-11-01,0001477291,officer,1500.0,70.6,105900.0
4904,AEP,0001398889-13-000042,2013-02-21,2013-02-20,0001104497,director,2195.0,45.53,99938.35
815556,FAST,0001179110-13-003232,2013-02-21,2013-02-19,0001191188,director,10000.0,52.87,528700.0
1413329,PM,0001182489-13-000220,2013-02-21,2013-02-20,0001430474,director,1000.0,92.2,92200.0
1466258,TT,0001127602-13-007351,2013-02-21,2013-02-19,0001481428,director,1105.0,53.41,59018.05
1426945,ECHO,0001104659-13-013300,2013-02-22,2013-02-20,0001046302,director,30000.0,19.95,598500.0
1365135,WU,0001225208-13-005148,2013-02-22,2012-12-31,0001423891,officer,210.36,13.81,2905.07
1365135,WU,0001225208-13-005147,2013-02-22,2012-12-31,0001527437,officer,69.67,13.81,962.14
1103982,MDLZ,0001181431-13-012104,2013-02-25,2013-02-22,0001347950,director,38000.0,26.9,1022200.0
6769,APA,0001357400-13-000020,2013-02-26,2013-02-26,0001241884,director,350.0,73.6,25760.0
49196,HBAN,0001225208-13-005483,2013-02-26,2013-02-26,0001235443,officer,2300.0,6.86,15778.0
49196,HBAN,0001225208-13-005483,2013-02-26,2013-02-26,0001235443,officer,1300.0,6.85,8905.0
49196,HBAN,0001225208-13-005483,2013-02-26,2013-02-26,0001235443,officer,100.0,6.86,686.0
49196,HBAN,0001225208-13-005483,2013-02-26,2013-02-26,0001235443,officer,6300.0,6.86,43218.0
49196,HBAN,0001225208-13-005459,2013-02-26,2013-02-26,0001213991,officer,10000.0,6.8,68000.0
93410,CVX,0001127602-13-008508,2013-02-28,2013-02-26,0001513754,officer,1659.0,114.93,190668.87
936340,DTE,0001209191-13-012345,2013-02-28,2013-02-28,0001248136,director,1500.0,66.59,99885.0
77476,PEP,0001209191-13-012546,2013-02-28,2013-02-27,0001295031,director,1000.0,75.33,75330.0
49196,HBAN,0001225208-13-006005,2013-03-01,2013-02-27,0001561163,officer,10000.0,6.82,68200.0
49196,HBAN,0001225208-13-006004,2013-03-01,2013-02-27,0001007734,director,14285.0,7.01,100137.85
49196,HBAN,0001225208-13-006002,2013-03-01,2013-02-28,0001456850,officer,5000.0,7.04,35200.0
717423,MUR,0001127602-13-008637,2013-03-01,2013-02-27,0001166951,director,20000.0,60.86,1217200.0
766704,WELL,0001209191-13-012798,2013-03-01,2013-02-28,0001185287,director,781.0,64.4,50296.4
882095,GILD,0001179110-13-003984,2013-03-04,2013-02-28,0001181185,director,10000.0,43.05,430500.0
6769,APA,0001357400-13-000027,2013-03-05,2013-03-05,0001530818,director,2000.0,73.11,146220.0
8868,AVP,0001181431-13-014470,2013-03-05,2013-03-04,0001039894,director,300.0,19.41,5823.0
8868,AVP,0001181431-13-014470,2013-03-05,2013-03-04,0001039894,director,200.0,19.4,3880.0
8868,AVP,0001181431-13-014470,2013-03-05,2013-03-01,0001039894,director,100.0,19.67,1967.0
8868,AVP,0001181431-13-014470,2013-03-05,2013-03-01,0001039894,director,400.0,19.65,7860.0
20286,CINF,0001127602-13-009237,2013-03-05,2013-03-01,0001289454,director,221.43,45.16,9999.78
29534,DG,0000769993-13-000267,2013-03-05,2013-03-01,0001359316,director,400.0,46.46,18584.0
865436,WFM,0000865436-13-000013,2013-03-05,2013-03-01,0001442085,director,2939.0,85.16,250285.24
1047862,ED,0001047862-13-000046,2013-03-06,2013-02-28,0001407609,officer,40.38,57.33,2314.99
1047862,ED,0001047862-13-000045,2013-03-06,2013-02-28,0001286157,officer,9.69,57.33,555.53
1047862,ED,0001047862-13-000044,2013-03-06,2013-02-28,0001423302,officer,36.26,57.33,2078.79
1047862,ED,0001047862-13-000043,2013-03-06,2013-02-28,0001466373,officer,34.89,57.33,2000.24
1047862,ED,0001047862-13-000042,2013-03-06,2013-02-28,0001358393,officer,38.76,57.33,2222.11
1047862,ED,0001047862-13-000041,2013-03-06,2013-02-28,0001564677,officer,40.08,57.33,2297.79
1047862,ED,0001047862-13-000040,2013-03-06,2013-02-28,0001463822,officer,38.76,57.33,2222.11
1047862,ED,0001047862-13-000039,2013-03-06,2013-02-28,0001286156,officer,40.38,57.33,2314.99
75829,PLL,0001140361-13-011036,2013-03-06,2013-03-04,0001446362,director,2925.0,67.82,198373.5
75829,PLL,0001140361-13-011036,2013-03-06,2013-03-04,0001446362,director,10.0,67.85,678.5
1063761,SPG,0001179110-13-004468,2013-03-07,2013-03-06,0001192086,director,156.0,162.89,25410.84
1063761,SPG,0001179110-13-004467,2013-03-07,2013-03-06,0001189793,director,147.0,162.67,23912.49
701221,CI,0001225208-13-007115,2013-03-08,2013-03-06,0001237851,director,4200.0,59.3,249060.0
4447,HES,0001209191-13-015327,2013-03-08,2013-03-06,0001015844,director,360.0,69.41,24987.6
4447,HES,0001209191-13-015325,2013-03-08,2013-03-06,0001231057,director,360.0,69.41,24987.6
4447,HES,0001209191-13-015324,2013-03-08,2013-03-06,0001195422,director,360.0,69.41,24987.6
4447,HES,0001209191-13-015322,2013-03-08,2013-03-06,0001157324,director,360.0,69.41,24987.6
4447,HES,0001209191-13-015320,2013-03-08,2013-03-06,0001189022,director,360.0,69.41,24987.6
4447,HES,0001209191-13-015319,2013-03-08,2013-03-06,0001238262,director,360.0,69.41,24987.6
4447,HES,0001209191-13-015312,2013-03-08,2013-03-06,0001034465,director,360.0,69.41,24987.6
4447,HES,0001209191-13-015310,2013-03-08,2013-03-06,0001554331,director,360.0,69.41,24987.6
92230,TFC,0001225208-13-007102,2013-03-08,2012-11-07,0001557353,officer,7345.0,24.66,181127.7
92230,TFC,0001225208-13-007085,2013-03-08,2012-07-24,0001195214,director,4500.0,25.0,112500.0
314808,ESV,0000314808-13-000039,2013-03-11,2013-03-07,0001180568,director,1000.0,57.4,57400.0
1282266,WIN,0001225208-13-007172,2013-03-11,2013-03-08,0001187393,officer,2000.0,8.57,17140.0
1282266,WIN,0001225208-13-007170,2013-03-11,2013-03-07,0001127594,director,1000.0,8.38,8380.0
1282266,WIN,0001225208-13-007170,2013-03-11,2013-03-07,0001127594,director,1000.0,8.38,8380.0
1282266,WIN,0001225208-13-007170,2013-03-11,2013-03-07,0001127594,director,2000.0,8.38,16760.0
1282266,WIN,0001225208-13-007170,2013-03-11,2013-03-07,0001127594,director,4000.0,8.37,33480.0
1551152,ABBV,0001179110-13-004967,2013-03-12,2013-03-11,0001171780,director,200.0,37.66,7532.0
1551152,ABBV,0001179110-13-004967,2013-03-12,2013-03-11,0001171780,director,100.0,37.66,3766.0
1551152,ABBV,0001179110-13-004967,2013-03-12,2013-03-11,0001171780,director,600.0,37.67,22602.0
1551152,ABBV,0001179110-13-004967,2013-03-12,2013-03-11,0001171780,director,100.0,37.66,3766.0
1551152,ABBV,0001179110-13-004967,2013-03-12,2013-03-11,0001171780,director,100.0,37.67,3767.0
1551152,ABBV,0001179110-13-004967,2013-03-12,2013-03-11,0001171780,director,100.0,37.66,3766.0
1551152,ABBV,0001179110-13-004967,2013-03-12,2013-03-11,0001171780,director,1200.0,37.67,45204.0
1551152,ABBV,0001179110-13-004967,2013-03-12,2013-03-11,0001171780,director,100.0,37.66,3766.0
1282266,WIN,0001225208-13-007377,2013-03-12,2013-03-12,0001187393,officer,1000.0,8.63,8630.0
764065,CLF,0001225208-13-007572,2013-03-13,2013-03-12,0001534211,officer,250.0,23.92,5980.0
1063761,SPG,0001179110-13-004987,2013-03-13,2013-03-12,0001189793,director,1500.0,159.99,239985.0
1086222,AKAM,0001266432-13-000028,2013-03-14,2013-03-13,0001106232,officer,30000.0,34.75,1042500.0
14693,BF-B,0001181431-13-017059,2013-03-14,2012-07-13,0001197231,director,4414.0,62.75,276978.5
14693,BF-B,0001181431-13-017059,2013-03-14,2012-07-13,0001197231,director,2757.0,64.34,177385.38
1532063,ESRX,0001140361-13-012505,2013-03-14,2013-03-14,0001168580,director,5000.0,59.58,297900.0
21344,KO,0001127602-13-010736,2013-03-14,2013-03-12,0001537390,director,600.0,39.16,23496.0
36270,MTB,0001209191-13-016605,2013-03-14,2013-03-12,0001245776,director,1250.0,104.17,130212.5
1437107,DISCA,0001181431-13-017230,2013-03-15,2013-03-13,0001203698,director,1250.0,77.97,97462.5
794367,M,0000794367-13-000055,2013-03-15,2013-03-14,0001399746,officer,2803.0,42.18,118230.54
794367,M,0000794367-13-000055,2013-03-15,2013-03-14,0001399746,officer,3025.0,42.2,127655.0
794367,M,0000794367-13-000055,2013-03-15,2013-03-14,0001399746,officer,294.0,42.19,12403.86
794367,M,0000794367-13-000055,2013-03-15,2013-03-14,0001399746,officer,203.0,42.17,8560.51
794367,M,0000794367-13-000055,2013-03-15,2013-03-14,0001399746,officer,603.0,42.16,25422.48
794367,M,0000794367-13-000055,2013-03-15,2013-03-14,0001399746,officer,197.0,42.15,8303.55
107263,WMB,0001209191-13-016846,2013-03-15,2013-03-13,0001540413,director,1000.0,34.93,34930.0
34088,XOM,0001127602-13-010859,2013-03-15,2013-03-13,0001198810,officer,8900.0,89.0,792100.0
34088,XOM,0001127602-13-010859,2013-03-15,2013-03-13,0001198810,officer,2100.0,88.99,186879.0
72903,XEL,0001140361-13-012862,2013-03-18,2013-03-15,0001179997,director,2000.0,29.09,58180.0
46765,HP,0001209191-13-017426,2013-03-19,2013-03-19,0001543885,director,2000.0,62.64,125280.0
812074,OI,0001214659-13-001536,2013-03-19,2013-02-19,0001210912,director,600.0,26.6,15960.0
812074,OI,0001214659-13-001536,2013-03-19,2013-02-19,0001210912,director,3400.0,26.6,90440.0
1038357,PXD,0001246360-13-002156,2013-03-19,2013-02-14,0001121919,officer,27.0,131.31,3545.37
1426945,ECHO,0001104659-13-024183,2013-03-25,2013-03-21,0001046302,director,10364.0,20.63,213809.32
1426945,ECHO,0001104659-13-024183,2013-03-25,2013-03-22,0001046302,director,22957.0,20.97,481408.29
62709,MRSH,0001127602-13-012028,2013-03-26,2013-03-22,0001311411,director,4000.0,37.32,149280.0
6769,APA,0001357400-13-000032,2013-03-27,2013-03-26,0001241040,director,10000.0,74.48,744800.0
1282266,WIN,0001225208-13-008519,2013-03-27,2013-03-27,0001187393,officer,1000.0,8.18,8180.0
1282266,WIN,0001225208-13-008443,2013-03-27,2013-03-26,0001127872,director,1000.0,8.13,8130.0
1282266,WIN,0001225208-13-008442,2013-03-27,2013-03-26,0001127594,director,1500.0,8.14,12210.0
1282266,WIN,0001225208-13-008442,2013-03-27,2013-03-26,0001127594,director,5000.0,8.14,40700.0
6769,APA,0001357400-13-000034,2013-04-01,2013-04-01,0001241039,director,3000.0,76.0,228000.0
1126328,PFG,0001126328-13-000104,2013-04-01,2013-03-28,0001166870,officer,185.0,33.78,6249.3
1282266,WIN,0001225208-13-008756,2013-04-01,2013-03-28,0001026162,director,30000.0,8.01,240300.0
1282266,WIN,0001225208-13-008747,2013-04-01,2013-03-28,0001127872,director,1000.0,7.98,7980.0
885639,KSS,0000892712-13-000208,2013-04-02,2013-04-02,0001021762,director,2500.0,45.38,113450.0
29534,DG,0000029534-13-000015,2013-04-03,2013-04-02,0001056610,director,1960.0,50.61,99195.6
33213,EQT,0001127602-13-013290,2013-04-03,2013-04-01,0001238369,director,75.0,67.75,5081.25
33213,EQT,0001127602-13-013286,2013-04-03,2013-04-01,0001439708,director,308.0,67.75,20867.0
1047862,ED,0001047862-13-000062,2013-04-04,2013-03-31,0001407609,officer,216.16,58.91,12733.99
1047862,ED,0001047862-13-000061,2013-04-04,2013-03-31,0001232009,officer,0.99,58.91,58.32
1047862,ED,0001047862-13-000060,2013-04-04,2013-03-31,0001286157,officer,21.14,58.91,1245.36
1047862,ED,0001047862-13-000059,2013-04-04,2013-03-31,0001423302,officer,72.9,58.91,4294.54
1047862,ED,0001047862-13-000058,2013-04-04,2013-03-31,0001466373,officer,72.61,58.91,4277.46
1047862,ED,0001047862-13-000057,2013-04-04,2013-03-31,0001463822,officer,58.74,58.91,3460.37
1047862,ED,0001047862-13-000056,2013-04-04,2013-03-31,0001358393,officer,59.1,58.91,3481.58
1047862,ED,0001047862-13-000055,2013-04-04,2013-03-31,0001564677,officer,48.15,58.91,2836.52
1047862,ED,0001047862-13-000054,2013-04-04,2013-03-31,0001286156,officer,94.31,58.91,5555.8
1047862,ED,0001047862-13-000053,2013-04-04,2013-03-31,0001108889,director,13.93,58.91,820.62
1047862,ED,0001047862-13-000052,2013-04-04,2013-03-31,0001231192,director,0.02,58.91,1.18
1285785,MOS,0001181431-13-020869,2013-04-04,2013-04-03,0001502684,director,2000.0,58.22,116440.0
4281,AA,0000004281-13-000036,2013-04-15,2013-04-12,0001066630,director,2510.0,8.2,20582.0
4281,AA,0000004281-13-000035,2013-04-15,2013-04-12,0001207217,director,2445.0,8.2,20049.0
815556,FAST,0001179110-13-006844,2013-04-16,2013-04-15,0001454708,director,360.0,48.3,17388.0
815556,FAST,0001179110-13-006844,2013-04-16,2013-04-15,0001454708,director,68.0,48.27,3282.36
1170010,KMX,0001140361-13-016707,2013-04-17,2013-04-16,0001214686,director,700.0,42.4,29680.0
1111711,NI,0001127602-13-014131,2013-04-17,2012-12-26,0001028902,director,104.0,24.91,2590.64
1111711,NI,0001127602-13-014131,2013-04-17,2013-01-08,0001028902,director,91.0,24.96,2271.36
1111711,NI,0001127602-13-014131,2013-04-17,2012-12-19,0001028902,director,60.0,24.77,1486.2
1111711,NI,0001127602-13-014131,2013-04-17,2012-12-20,0001028902,director,185.0,25.0,4625.0
1111711,NI,0001127602-13-014131,2013-04-17,2012-12-24,0001028902,director,18.0,24.88,447.84
1111711,NI,0001127602-13-014131,2013-04-17,2012-12-21,0001028902,director,71.0,25.0,1775.0
1111711,NI,0001127602-13-014131,2013-04-17,2012-12-27,0001028902,director,48.0,24.54,1177.92
1111711,NI,0001127602-13-014131,2013-04-17,2012-12-28,0001028902,director,90.0,24.75,2227.5
1111711,NI,0001127602-13-014131,2013-04-17,2012-12-31,0001028902,director,100.0,24.66,2466.0
1111711,NI,0001127602-13-014131,2013-04-17,2013-01-07,0001028902,director,141.0,25.19,3551.79
49196,HBAN,0001225208-13-010136,2013-04-19,2013-04-19,0001213991,officer,1800.0,6.94,12492.0
49196,HBAN,0001225208-13-010136,2013-04-19,2013-04-19,0001213991,officer,5700.0,6.94,39558.0
49196,HBAN,0001225208-13-010136,2013-04-19,2013-04-19,0001213991,officer,100.0,6.94,694.0
70858,BAC,0001225208-13-010214,2013-04-22,2013-04-18,0001191501,director,20000.0,11.51,230200.0
1364742,BLK,0001127602-13-014273,2013-04-22,2013-04-18,0001442039,director,5000.0,248.64,1243200.0
49196,HBAN,0001225208-13-010200,2013-04-22,2013-04-22,0001267320,director,4740.0,6.95,32943.0
19617,JPM,0001225208-13-010266,2013-04-23,2013-04-19,0001185064,director,5000.0,46.99,234950.0
19617,JPM,0001225208-13-010266,2013-04-23,2013-04-19,0001185064,director,54400.0,46.99,2556256.0
19617,JPM,0001225208-13-010266,2013-04-23,2013-04-22,0001185064,director,58100.0,46.98,2729538.0
19617,JPM,0001225208-13-010266,2013-04-23,2013-04-19,0001185064,director,29200.0,46.99,1372108.0
19617,JPM,0001225208-13-010266,2013-04-23,2013-04-19,0001185064,director,113384.0,46.99,5327914.16
19617,JPM,0001225208-13-010266,2013-04-23,2013-04-22,0001185064,director,91375.0,46.98,4292797.5
19617,JPM,0001225208-13-010266,2013-04-23,2013-04-22,0001185064,director,68500.0,46.98,3218130.0
19617,JPM,0001225208-13-010266,2013-04-23,2013-04-19,0001185064,director,10500.0,46.99,493395.0
19617,JPM,0001225208-13-010266,2013-04-23,2013-04-22,0001185064,director,6400.0,46.98,300672.0
40545,GE,0001231205-13-000048,2013-04-26,2013-04-24,0001466308,director,10000.0,21.8,218000.0
1099800,EW,0001225208-13-010470,2013-04-29,2013-04-26,0001025355,director,2000.0,64.95,129900.0
9389,BALL,0001127602-13-014775,2013-04-30,2013-04-29,0001045862,officer,450.0,43.98,19791.0
927628,COF,0001225208-13-010680,2013-04-30,2013-04-26,0001181669,director,2000.0,57.17,114340.0
927628,COF,0001225208-13-010679,2013-04-30,2013-04-26,0001232069,director,2192.0,56.82,124549.44
1452575,MJN,0001209191-13-023167,2013-04-30,2013-04-30,0001027733,director,3511.0,82.38,289236.18
1021860,NOV,0001337685-13-000028,2013-04-30,2013-04-30,0001189046,director,1106.0,65.12,72022.72
1413329,PM,0001182489-13-000435,2013-04-30,2013-04-26,0001430474,director,1000.0,94.77,94770.0
33185,EFX,0001225208-13-010744,2013-05-01,2013-05-01,0001201938,director,3300.0,61.48,202884.0
1099800,EW,0001225208-13-010892,2013-05-01,2013-05-01,0001051578,director,3000.0,62.95,188850.0
12927,BA,0001225208-13-011053,2013-05-02,2013-05-01,0001202886,director,1500.0,91.59,137385.0
1041061,YUM,0001127602-13-015183,2013-05-02,2012-05-25,0001209442,director,433.0,70.86,30682.38
1041061,YUM,0001127602-13-015183,2013-05-02,2012-06-08,0001209442,director,106.0,63.75,6757.5
1041061,YUM,0001127602-13-015183,2013-05-02,2013-01-23,0001209442,director,114.0,65.91,7513.74
1041061,YUM,0001127602-13-015183,2013-05-02,2013-03-25,0001209442,director,565.0,70.73,39962.45
1041061,YUM,0001127602-13-015183,2013-05-02,2012-06-29,0001209442,director,80.0,63.99,5119.2
20286,CINF,0001127602-13-015448,2013-05-03,2013-05-01,0001426267,officer,31.0,48.78,1512.18
20286,CINF,0001127602-13-015448,2013-05-03,2013-05-01,0001426267,officer,18.0,48.85,879.3
1418135,DPS,0001209191-13-023977,2013-05-03,2013-04-25,0001535218,director,1000.0,48.17,48170.0
49196,HBAN,0001225208-13-011207,2013-05-03,2013-05-01,0001007734,director,6005.0,7.12,42755.6
49196,HBAN,0001225208-13-011207,2013-05-03,2013-05-01,0001007734,director,11121.0,7.12,79181.52
49196,HBAN,0001225208-13-011207,2013-05-03,2013-05-01,0001007734,director,14474.0,7.12,103054.88
49196,HBAN,0001225208-13-011207,2013-05-03,2013-05-01,0001007734,director,22400.0,7.12,159488.0
49196,HBAN,0001225208-13-011207,2013-05-03,2013-05-01,0001007734,director,5000.0,7.12,35600.0
49196,HBAN,0001225208-13-011207,2013-05-03,2013-05-01,0001007734,director,5000.0,7.12,35600.0
49196,HBAN,0001225208-13-011207,2013-05-03,2013-05-01,0001007734,director,4400.0,7.12,31328.0
49196,HBAN,0001225208-13-011207,2013-05-03,2013-05-01,0001007734,director,3600.0,7.12,25632.0
49196,HBAN,0001225208-13-011207,2013-05-03,2013-05-01,0001007734,director,28000.0,7.12,199360.0
1164727,NEM,0001164727-13-000045,2013-05-03,2013-05-02,0001536423,officer,3000.0,32.81,98430.0
829224,SBUX,0001127602-13-015610,2013-05-03,2013-05-01,0001136541,director,3300.0,60.49,199617.0
1163302,X,0001209191-13-023829,2013-05-03,2013-05-02,0001474816,director,2000.0,17.44,34880.0
31462,ECL,0001179110-13-007818,2013-05-06,2013-05-02,0001105789,director,5935.0,84.23,499905.05
1047862,ED,0001047862-13-000069,2013-05-06,2013-04-30,0001286156,officer,37.51,61.72,2315.12
1047862,ED,0001047862-13-000068,2013-05-06,2013-04-30,0001358393,officer,36.01,61.72,2222.54
1047862,ED,0001047862-13-000067,2013-05-06,2013-04-30,0001463822,officer,36.01,61.72,2222.54
1047862,ED,0001047862-13-000066,2013-05-06,2013-04-30,0001466373,officer,32.41,61.72,2000.35
1047862,ED,0001047862-13-000065,2013-05-06,2013-04-30,0001423302,officer,33.68,61.72,2078.73
1047862,ED,0001047862-13-000064,2013-05-06,2013-04-30,0001286157,officer,9.0,61.72,555.48
1047862,ED,0001047862-13-000063,2013-05-06,2013-04-30,0001407609,officer,126.85,61.72,7829.18
1099800,EW,0001225208-13-011466,2013-05-06,2013-05-03,0001025355,director,1000.0,64.0,64000.0
1047862,ED,0001047862-13-000070,2013-05-07,2013-04-30,0001564677,officer,37.23,61.72,2297.84
19617,JPM,0001225208-13-011567,2013-05-07,2013-05-03,0001185064,director,124077.0,47.29,5867601.33
19617,JPM,0001225208-13-011567,2013-05-07,2013-05-03,0001185064,director,57300.0,47.29,2709717.0
19617,JPM,0001225208-13-011567,2013-05-07,2013-05-03,0001185064,director,89900.0,47.29,4251371.0
19617,JPM,0001225208-13-011567,2013-05-07,2013-05-03,0001185064,director,30200.0,47.29,1428158.0
1518832,WPX,0001209191-13-024570,2013-05-07,2013-05-06,0000929888,director,800.0,16.4,13120.0
885725,BSX,0001225208-13-011699,2013-05-08,2013-05-06,0001180469,director,30000.0,7.76,232800.0
715957,D,0001225208-13-011633,2013-05-08,2013-05-06,0001017060,director,328.94,60.8,19999.55
1276520,GNW,0001181431-13-026273,2013-05-08,2013-05-07,0001321272,officer,10000.0,10.89,108900.0
78814,PBI,0001182489-13-000456,2013-05-08,2013-05-07,0001563556,officer,58397.0,15.36,896977.92
78814,PBI,0001182489-13-000456,2013-05-08,2013-05-07,0001563556,officer,7603.0,15.36,116782.08
100493,TSN,0000100493-13-000039,2013-05-08,2013-05-07,0001457008,director,100.0,24.38,2438.0
100493,TSN,0000100493-13-000039,2013-05-08,2013-05-07,0001457008,director,3000.0,24.37,73110.0
100493,TSN,0000100493-13-000039,2013-05-08,2013-05-07,0001457008,director,900.0,24.38,21942.0
92230,TFC,0001225208-13-011850,2013-05-09,2013-05-07,0001566329,director,3850.0,31.4,120890.0
1163302,X,0001209191-13-025169,2013-05-09,2013-05-08,0001210402,director,12925.0,18.5,239112.5
715957,D,0001225208-13-012078,2013-05-13,2013-05-10,0001017060,director,6.07,59.44,360.8
1015780,ETFC,0001015780-13-000035,2013-05-13,2013-05-13,0001187442,director,4479.0,11.16,49985.64
49196,HBAN,0001225208-13-012067,2013-05-13,2013-05-13,0001213991,officer,1327.0,7.49,9939.23
49196,HBAN,0001225208-13-012067,2013-05-13,2013-05-13,0001213991,officer,1673.0,7.49,12530.77
49196,HBAN,0001225208-13-012067,2013-05-13,2013-05-13,0001213991,officer,2945.0,7.47,21999.15
717423,MUR,0001127602-13-016598,2013-05-13,2013-05-10,0001166951,director,10000.0,63.0,630000.0
717423,MUR,0001127602-13-016598,2013-05-13,2013-05-09,0001166951,director,20000.0,64.3,1286000.0
92122,SO,0001209191-13-025763,2013-05-13,2013-05-13,0000909019,director,200.0,45.88,9176.0
92122,SO,0001209191-13-025763,2013-05-13,2013-05-13,0000909019,director,200.0,45.88,9176.0
100493,TSN,0000100493-13-000043,2013-05-13,2013-05-13,0001200996,director,3000.0,24.55,73650.0
1546640,ADT,0001225208-13-012194,2013-05-14,2013-05-13,0001295758,director,1500.0,43.46,65190.0
1163302,X,0001209191-13-026041,2013-05-14,2013-05-13,0001210402,director,72075.0,18.99,1368704.25
721371,CAH,0000721371-13-000069,2013-05-15,2013-05-14,0001110753,director,435.0,46.25,20118.75
1043277,CHRW,0001181431-13-028051,2013-05-15,2013-05-13,0001498535,director,250.0,56.39,14097.5
91576,KEY,0001232432-13-000040,2013-05-15,2013-05-13,0001572559,officer,200.0,10.41,2082.0
1282266,WIN,0001225208-13-012311,2013-05-15,2013-05-14,0001187393,officer,1000.0,8.42,8420.0
1326160,DUK,0001127602-13-017171,2013-05-16,2013-05-14,0001082843,director,1000.0,71.75,71750.0
78814,PBI,0001182489-13-000505,2013-05-17,2013-05-17,0001574685,officer,10000.0,14.67,146700.0
5272,AIG,0001225208-13-012780,2013-05-20,2013-05-20,0001187349,director,10000.0,45.2,452000.0
4447,HES,0001209191-13-027589,2013-05-20,2013-05-16,0001577390,director,2000.0,68.52,137040.0
4447,HES,0001209191-13-027522,2013-05-20,2013-05-16,0001464559,director,1000.0,68.55,68550.0
109380,ZION,0000109380-13-000117,2013-05-20,2013-05-16,0001184827,officer,100.0,1000.0,100000.0
6769,APA,0001357400-13-000085,2013-05-21,2013-05-20,0001240568,officer,10000.0,83.69,836900.0
895126,CHK,0000895126-13-000160,2013-05-21,2013-05-20,0001192053,director,450000.0,20.89,9400500.0
29915,DOW,0001225208-13-012836,2013-05-21,2013-05-13,0001476281,officer,100.0,34.42,3442.0
895126,CHK,0000895126-13-000164,2013-05-22,2013-05-21,0001243194,director,2000.0,20.95,41900.0
895126,CHK,0000895126-13-000163,2013-05-22,2013-05-20,0001236474,director,10000.0,20.86,208600.0
895126,CHK,0000895126-13-000163,2013-05-22,2013-05-21,0001236474,director,15000.0,21.12,316800.0
64670,MDT,0001246360-13-003014,2013-05-22,2013-05-22,0001200334,director,4120.0,52.32,215558.4
64670,MDT,0001246360-13-003014,2013-05-22,2013-05-22,0001200334,director,680.0,52.32,35577.6
797468,OXY,0000797468-13-000057,2013-05-23,2013-05-23,0001222368,director,200.0,90.29,18058.0
797468,OXY,0000797468-13-000057,2013-05-23,2013-05-23,0001222368,director,800.0,90.29,72232.0
35527,FITB,0000035527-13-000091,2013-05-24,2013-05-22,0001189891,director,7305.0,18.36,134119.8
35527,FITB,0000035527-13-000091,2013-05-24,2013-05-22,0001189891,director,7495.0,18.35,137533.25
35527,FITB,0000035527-13-000091,2013-05-24,2013-05-22,0001189891,director,25200.0,18.34,462168.0
764180,MO,0001182489-13-000521,2013-05-24,2013-05-22,0001025050,director,26700.0,37.04,988968.0
1120193,NDAQ,0001181431-13-030942,2013-05-28,2013-05-24,0001429096,director,10000.0,30.75,307500.0
912750,NFX,0001246360-13-003105,2013-05-28,2013-05-28,0001346160,officer,2053.0,24.32,49928.96
791519,SPLS,0000791519-13-000059,2013-05-28,2013-05-23,0001562178,officer,10000.0,14.9,149000.0
815097,CCL,0001127602-13-018574,2013-05-29,2013-05-24,0001031609,director,40000.0,32.95,1318000.0
912242,MAC,0001179110-13-009320,2013-05-29,2013-05-24,0001557099,officer,1000.0,66.46,66460.0
816284,CELG,0001209191-13-029761,2013-05-30,2013-05-29,0001180469,director,600.0,123.72,74232.0
816284,CELG,0001209191-13-029761,2013-05-30,2013-05-29,0001180469,director,400.0,123.73,49492.0
1413329,PM,0001182489-13-000533,2013-05-30,2013-05-28,0001430474,director,1000.0,95.08,95080.0
1063761,SPG,0001179110-13-009327,2013-05-30,2013-05-29,0001189793,director,145.0,171.74,24902.3
1063761,SPG,0001179110-13-009326,2013-05-30,2013-05-29,0001192086,director,156.0,171.75,26793.0
350563,TE,0001404409-13-000054,2013-05-30,2013-05-28,0001469212,officer,2250.0,17.75,39937.5
93410,CVX,0001127602-13-018891,2013-05-31,2012-06-08,0001344863,director,6.0,100.2,601.2
93410,CVX,0001127602-13-018891,2013-05-31,2012-08-17,0001344863,director,9.0,112.91,1016.19
354950,HD,0001209191-13-030269,2013-06-03,2013-05-30,0001522371,director,1000.0,79.66,79660.0
766704,WELL,0001209191-13-030204,2013-06-03,2013-05-30,0001275510,director,3500.0,69.6,243600.0
109380,ZION,0000109380-13-000160,2013-06-03,2013-05-30,0001184827,officer,50.0,1000.0,50000.0
103379,VFC,0001246360-13-003163,2013-06-04,2013-06-04,0001393486,director,670.0,186.59,125015.3
831259,FCX,0001181431-13-033050,2013-06-05,2013-06-03,0000939485,officer,100000.0,31.27,3127000.0
831259,FCX,0001181431-13-033050,2013-06-05,2013-06-03,0000939485,officer,650000.0,31.16,20254000.0
